,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,Sch1,Sch2,Sch3,Sch4,SchNA
136,35-44,1,Left school at 16 years,UK,White,21.0,50.0,42.0,54.0,52.0,0.52975,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,45-54,1,University degree,UK,White,34.0,38.0,34.0,54.0,52.0,1.29221,0.07987,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,45-54,1,University degree,UK,White,25.0,50.0,48.0,48.0,45.0,-2.55524,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
139,55-64,0,University degree,UK,White,31.0,34.0,47.0,45.0,48.0,-1.37983,-1.18084,1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
140,45-54,0,Left school at 16 years,UK,White,35.0,42.0,42.0,49.0,40.0,-0.21712,-0.21575,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
141,25-34,1,University degree,UK,-0.50212,54.0,42.0,55.0,49.0,40.0,-0.71126,-0.21575,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
142,35-44,1,Left school at 16 years,UK,White,28.0,44.0,38.0,51.0,46.0,-1.37983,-2.07848,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
143,35-44,0,Left school at 17 years,UK,White,31.0,38.0,37.0,45.0,41.0,0.52975,0.40148,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
144,35-44,0,Professional certificate/ diploma,UK,Black,21.0,48.0,42.0,51.0,54.0,-0.71126,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,45-54,0,Professional certificate/ diploma,Canada,White,37.0,32.0,43.0,35.0,42.0,-0.21712,0.7654,1,0,0,0,1,CL3,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
146,45-54,1,University degree,UK,White,31.0,41.0,38.0,56.0,47.0,1.29221,0.40148,1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
147,55-64,0,Professional certificate/ diploma,UK,White,38.0,31.0,45.0,40.0,40.0,0.19268,-1.18084,1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
148,35-44,0,Masters degree,UK,Black,30.0,43.0,41.0,44.0,48.0,-0.21712,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,35-44,1,Professional certificate/ diploma,UK,White,35.0,32.0,28.0,37.0,44.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,45-54,1,University degree,UK,White,28.0,52.0,41.0,55.0,52.0,-0.21712,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
151,35-44,1,"Some college or university, no certificate or degree",UK,White,33.0,48.0,47.0,47.0,49.0,0.19268,0.07987,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
152,35-44,1,University degree,UK,White,41.0,28.0,33.0,46.0,35.0,-0.71126,-0.84637,1,0,0,0,1,CL2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
153,25-34,1,University degree,UK,White,31.0,29.0,41.0,39.0,37.0,-2.55524,-1.54858,1,0,1,1,1,CL2,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1
154,25-34,0,University degree,UK,White,29.0,46.0,34.0,48.0,47.0,-0.21712,-0.52593,1,0,1,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
155,18-24,1,"Some college or university, no certificate or degree",UK,White,59.0,30.0,51.0,40.0,46.0,-0.21712,0.7654,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
156,35-44,1,University degree,UK,Black,42.0,30.0,37.0,45.0,40.0,-0.71126,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,35-44,1,"Some college or university, no certificate or degree",UK,White,48.0,40.0,44.0,50.0,43.0,0.19268,-0.52593,1,1,1,1,1,CL2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
158,25-34,0,Left school at 16 years,UK,White,26.0,47.0,33.0,40.0,47.0,-0.21712,0.7654,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
159,35-44,1,University degree,-0.09765,White,33.0,41.0,44.0,41.0,45.0,0.88113,1.2247,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,45-54,1,"Some college or university, no certificate or degree",UK,Black,31.0,36.0,42.0,44.0,44.0,-0.21712,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,45-54,0,Masters degree,Other,White,46.0,45.0,49.0,42.0,44.0,-0.21712,0.40148,1,1,1,1,1,CL6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1
162,35-44,0,University degree,UK,Black,29.0,42.0,40.0,54.0,39.0,-0.71126,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
163,25-34,1,University degree,New Zealand,White,38.0,40.0,45.0,53.0,48.0,-1.37983,-0.21575,1,0,0,0,1,CL2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
164,25-34,1,"Some college or university, no certificate or degree",UK,White,53.0,40.0,44.0,49.0,43.0,-0.21712,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
165,25-34,1,Doctorate degree,UK,White,37.0,42.0,35.0,52.0,49.0,-1.37983,-0.52593,1,1,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
166,45-54,0,Masters degree,UK,White,33.0,38.0,44.0,40.0,52.0,-1.37983,-0.84637,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
167,18-24,0,"Some college or university, no certificate or degree",UK,White,50.0,31.0,51.0,27.0,27.0,0.88113,0.07987,1,0,0,0,1,CL4,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1
168,25-34,1,Professional certificate/ diploma,UK,Black,36.0,40.0,39.0,40.0,48.0,0.52975,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,25-34,1,University degree,UK,White,38.0,48.0,37.0,41.0,33.0,0.52975,0.40148,1,0,0,0,1,CL0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
170,18-24,1,Left school at 18 years,UK,White,32.0,40.0,36.0,47.0,41.0,-0.71126,0.40148,1,0,1,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
171,45-54,0,Left school at 16 years,UK,White,49.0,38.0,44.0,44.0,41.0,0.88113,0.40148,1,1,1,1,1,CL2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
172,35-44,0,Masters degree,UK,White,32.0,46.0,58.0,48.0,36.0,1.29221,1.92173,1,0,1,0,1,CL1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
173,45-54,1,Professional certificate/ diploma,UK,White,41.0,36.0,43.0,40.0,47.0,0.19268,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
174,35-44,1,University degree,UK,White,46.0,44.0,54.0,44.0,44.0,0.52975,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,35-44,1,Professional certificate/ diploma,UK,White,46.0,36.0,-2.21069,48.0,30.0,0.88113,0.07987,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
176,55-64,1,University degree,UK,White,42.0,40.0,49.0,51.0,43.0,0.19268,0.07987,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
177,35-44,1,University degree,UK,Other,34.0,36.0,40.0,35.0,38.0,-1.37983,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,35-44,1,University degree,UK,White,50.0,40.0,37.0,37.0,49.0,-0.71126,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,45-54,1,University degree,UK,White,44.0,33.0,43.0,48.0,41.0,0.19268,-0.21575,1,1,0,0,1,CL1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
180,35-44,1,Professional certificate/ diploma,UK,White,40.0,39.0,39.0,50.0,37.0,-1.37983,-1.18084,1,1,0,0,1,CL2,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
181,45-54,1,Professional certificate/ diploma,UK,White,39.0,44.0,35.0,45.0,48.0,0.19268,0.07987,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
182,25-34,0,Doctorate degree,UK,White,24.0,37.0,44.0,47.0,48.0,-0.71126,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,35-44,1,"Some college or university, no certificate or degree",UK,White,39.0,45.0,44.0,51.0,47.0,-1.37983,-1.18084,1,0,0,0,0,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,18-24,1,University degree,UK,White,54.0,37.0,48.0,38.0,48.0,-0.71126,0.40148,1,1,0,0,1,CL0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1
185,55-64,0,Left school at 18 years,UK,White,36.0,34.0,39.0,47.0,44.0,-1.37983,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
186,35-44,1,University degree,Canada,White,39.0,44.0,46.0,48.0,41.0,-0.21712,-0.52593,1,0,0,0,1,CL3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
187,35-44,1,Masters degree,UK,White,29.0,49.0,47.0,45.0,53.0,-1.37983,-1.54858,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
188,55-64,1,Left school at 16 years,UK,White,28.0,34.0,32.0,50.0,46.0,-1.37983,-1.54858,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
189,45-54,1,Left school at 16 years,UK,White,40.0,30.0,-2.09015,47.0,40.0,-1.37983,-2.07848,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
190,18-24,1,Masters degree,UK,White,32.0,40.0,43.0,44.0,47.0,-0.71126,-0.84637,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
191,55-64,1,Professional certificate/ diploma,UK,White,23.0,40.0,40.0,47.0,40.0,-0.71126,-1.54858,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
192,18-24,0,University degree,UK,Mixed-White/Asian,32.0,48.0,38.0,47.0,38.0,0.52975,0.07987,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
193,25-34,1,Professional certificate/ diploma,Canada,White,28.0,38.0,45.0,45.0,38.0,0.88113,0.07987,1,1,0,1,1,CL5,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1
194,45-54,1,University degree,UK,White,39.0,32.0,43.0,44.0,43.0,-1.37983,0.07987,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
195,25-34,1,University degree,Canada,Mixed-White/Asian,27.0,48.0,46.0,43.0,45.0,-0.71126,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,55-64,1,University degree,UK,White,42.0,42.0,51.0,41.0,48.0,0.52975,0.07987,1,1,0,1,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
197,18-24,0,University degree,UK,Black,30.0,42.0,42.0,51.0,35.0,0.19268,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,55-64,1,University degree,UK,White,32.0,43.0,41.0,37.0,38.0,-0.71126,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,25-34,1,Professional certificate/ diploma,UK,White,35.0,43.0,50.0,48.0,42.0,1.86203,1.2247,1,1,1,1,1,CL6,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
200,45-54,1,Professional certificate/ diploma,UK,White,31.0,54.0,51.0,54.0,50.0,0.52975,0.07987,1,1,1,1,1,CL4,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
201,18-24,1,University degree,UK,White,30.0,41.0,40.0,50.0,51.0,0.52975,1.2247,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,35-44,0,Masters degree,UK,Other,34.0,33.0,42.0,34.0,50.0,-0.71126,-0.84637,1,1,1,1,1,CL2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
203,35-44,1,University degree,UK,White,29.0,48.0,43.0,49.0,49.0,0.19268,-0.84637,1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
204,65+,0,-2.43591,UK,White,22.0,32.0,29.0,37.0,37.0,-1.37983,-2.07848,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
205,25-34,1,University degree,UK,White,34.0,46.0,54.0,43.0,44.0,-0.21712,0.40148,1,1,1,1,1,CL2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
206,35-44,1,Left school at 16 years,UK,White,34.0,47.0,48.0,37.0,34.0,1.86203,0.40148,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
207,18-24,1,University degree,UK,White,35.0,48.0,50.0,44.0,45.0,0.88113,0.07987,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,35-44,1,Professional certificate/ diploma,UK,White,29.0,43.0,42.0,47.0,41.0,-0.21712,0.40148,1,1,1,1,1,CL6,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
209,35-44,1,University degree,UK,White,37.0,40.0,45.0,41.0,42.0,0.52975,1.2247,1,1,1,0,1,CL6,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1
210,25-34,0,Masters degree,UK,-0.50212,23.0,43.0,53.0,40.0,49.0,-1.37983,-0.84637,0,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,25-34,1,"Some college or university, no certificate or degree",UK,White,43.0,41.0,36.0,43.0,32.0,1.86203,0.7654,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,45-54,1,Left school at 16 years,UK,White,29.0,36.0,38.0,50.0,48.0,-1.37983,-2.07848,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,25-34,1,Professional certificate/ diploma,UK,White,37.0,44.0,40.0,54.0,46.0,-0.21712,-1.18084,1,1,1,0,1,CL1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
214,45-54,1,Professional certificate/ diploma,Republic of Ireland,White,41.0,39.0,37.0,49.0,43.0,-1.37983,-1.54858,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
215,25-34,1,Professional certificate/ diploma,UK,White,34.0,47.0,49.0,51.0,50.0,0.19268,1.2247,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
216,25-34,1,University degree,Canada,White,51.0,38.0,41.0,50.0,39.0,0.19268,0.07987,1,1,0,0,1,CL4,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
217,25-34,1,Professional certificate/ diploma,UK,White,38.0,47.0,48.0,52.0,42.0,0.88113,0.7654,1,1,1,0,1,CL1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1
218,35-44,0,Professional certificate/ diploma,UK,White,48.0,45.0,49.0,52.0,29.0,1.86203,0.7654,1,1,1,1,1,CL1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
219,25-34,1,Masters degree,Other,White,39.0,47.0,40.0,36.0,47.0,-0.21712,-0.52593,1,0,0,0,1,CL3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
220,35-44,1,"Some college or university, no certificate or degree",UK,White,32.0,36.0,47.0,50.0,44.0,-1.37983,-0.84637,1,1,1,1,1,CL1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
221,18-24,1,University degree,UK,White,44.0,38.0,48.0,43.0,43.0,0.19268,0.07987,1,0,1,0,1,CL3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
222,25-34,1,University degree,UK,White,34.0,43.0,43.0,38.0,48.0,0.52975,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
223,35-44,1,University degree,UK,White,33.0,44.0,51.0,50.0,44.0,1.29221,1.2247,1,1,0,0,1,CL2,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
224,55-64,0,University degree,UK,White,25.0,47.0,44.0,50.0,48.0,-0.21712,0.07987,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
225,45-54,1,University degree,UK,White,31.0,49.0,48.0,46.0,47.0,-0.21712,-0.21575,1,0,0,0,0,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,35-44,1,University degree,UK,White,24.0,44.0,52.0,40.0,44.0,-1.37983,-1.54858,1,1,0,0,1,CL0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
227,45-54,1,University degree,UK,White,31.0,43.0,41.0,52.0,51.0,-0.21712,-0.84637,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
228,18-24,0,"Some college or university, no certificate or degree",UK,White,38.0,46.0,39.0,39.0,46.0,1.29221,0.40148,1,0,0,0,1,CL4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
229,45-54,0,Masters degree,UK,White,29.0,42.0,46.0,38.0,41.0,0.19268,0.07987,1,1,1,1,1,CL2,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1
230,45-54,1,University degree,UK,White,26.0,49.0,47.0,49.0,52.0,-1.37983,-2.07848,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,35-44,1,Professional certificate/ diploma,UK,White,46.0,23.0,33.0,47.0,45.0,-1.37983,-1.54858,1,0,0,1,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
232,65+,1,Masters degree,UK,White,37.0,32.0,43.0,40.0,44.0,-0.21712,-1.54858,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
233,25-34,1,University degree,UK,White,36.0,48.0,46.0,44.0,47.0,0.52975,0.7654,1,1,0,0,1,CL0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
234,45-54,0,University degree,UK,White,29.0,45.0,36.0,49.0,44.0,0.52975,0.40148,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,25-34,1,University degree,UK,White,40.0,46.0,46.0,37.0,52.0,0.19268,0.40148,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
236,25-34,1,Professional certificate/ diploma,UK,White,36.0,46.0,37.0,56.0,54.0,-1.37983,-2.07848,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
237,25-34,1,Masters degree,UK,White,50.0,42.0,45.0,46.0,45.0,0.19268,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,25-34,1,Left school at 16 years,UK,White,45.0,39.0,-2.21069,45.0,50.0,-1.37983,-2.07848,1,1,1,0,1,CL3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
239,18-24,1,Left school at 18 years,UK,White,41.0,39.0,41.0,39.0,44.0,-0.21712,-0.21575,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,45-54,1,Professional certificate/ diploma,UK,White,20.0,44.0,51.0,53.0,44.0,-1.37983,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,35-44,1,Masters degree,UK,White,42.0,31.0,46.0,53.0,56.0,-1.37983,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
242,25-34,1,Left school at 18 years,Other,White,55.0,31.0,40.0,48.0,34.0,0.19268,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
243,18-24,1,"Some college or university, no certificate or degree",UK,White,50.0,29.0,24.0,48.0,35.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
244,25-34,1,University degree,UK,White,30.0,47.0,51.0,49.0,48.0,-1.37983,-0.21575,1,1,1,1,1,CL3,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1
245,35-44,0,University degree,UK,White,54.0,29.0,45.0,50.0,20.0,-0.71126,-0.52593,1,0,0,1,1,CL1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
246,25-34,1,"Some college or university, no certificate or degree",UK,White,33.0,33.0,34.0,33.0,31.0,-2.55524,-1.54858,1,1,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
247,25-34,1,Professional certificate/ diploma,UK,White,49.0,35.0,37.0,46.0,37.0,-0.21712,-0.84637,1,0,0,1,0,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
248,45-54,0,Masters degree,UK,White,27.0,38.0,38.0,47.0,52.0,-0.21712,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,45-54,1,Doctorate degree,UK,White,16.0,41.0,44.0,55.0,53.0,-0.71126,-1.18084,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,45-54,1,Professional certificate/ diploma,UK,White,47.0,42.0,45.0,49.0,49.0,-0.71126,-0.21575,1,0,0,0,0,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
251,45-54,0,University degree,UK,White,31.0,41.0,44.0,40.0,51.0,0.19268,-0.84637,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,35-44,1,University degree,UK,White,42.0,33.0,41.0,42.0,47.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,18-24,1,Masters degree,UK,White,23.0,46.0,42.0,56.0,54.0,-0.71126,-0.21575,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
254,45-54,1,Doctorate degree,UK,White,28.0,41.0,48.0,43.0,48.0,-1.37983,-2.07848,1,0,0,0,1,CL2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
255,25-34,0,Professional certificate/ diploma,UK,White,49.0,35.0,41.0,37.0,40.0,-1.37983,-0.84637,1,0,0,0,1,CL3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
256,35-44,1,Masters degree,UK,White,25.0,51.0,53.0,51.0,47.0,0.19268,0.40148,1,1,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
257,18-24,1,"Some college or university, no certificate or degree",UK,White,31.0,44.0,44.0,48.0,48.0,-0.71126,-0.21575,1,1,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
258,35-44,0,Doctorate degree,UK,White,36.0,40.0,52.0,25.0,40.0,-0.71126,0.07987,1,1,1,1,1,CL1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1
259,65+,0,Doctorate degree,UK,White,41.0,39.0,43.0,33.0,53.0,-0.71126,-1.54858,1,0,0,1,1,CL0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
260,65+,0,Professional certificate/ diploma,UK,White,26.0,38.0,48.0,46.0,47.0,-0.21712,-0.52593,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,45-54,1,Professional certificate/ diploma,UK,White,31.0,46.0,58.0,37.0,42.0,1.86203,1.2247,1,0,0,0,1,CL2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
262,55-64,0,University degree,UK,White,29.0,37.0,51.0,43.0,41.0,1.86203,0.07987,1,0,1,1,0,CL1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
263,45-54,0,Masters degree,UK,-0.50212,27.0,45.0,44.0,49.0,44.0,-1.37983,-1.54858,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,55-64,1,-2.43591,UK,White,26.0,40.0,46.0,53.0,49.0,-0.71126,-1.54858,1,0,0,0,0,CL0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
265,18-24,1,University degree,UK,White,31.0,41.0,46.0,47.0,46.0,-1.37983,-1.18084,1,0,0,0,1,CL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,35-44,1,University degree,UK,Black,33.0,40.0,43.0,43.0,42.0,-0.71126,-2.07848,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,55-64,0,University degree,UK,White,25.0,39.0,45.0,45.0,47.0,-0.21712,0.07987,1,1,0,0,1,CL3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
268,35-44,0,Professional certificate/ diploma,UK,Black,27.0,49.0,37.0,40.0,42.0,-0.21712,0.07987,1,0,0,0,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,45-54,1,Masters degree,UK,White,26.0,51.0,50.0,46.0,54.0,-0.21712,-0.52593,1,0,0,0,1,CL1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
270,35-44,1,Masters degree,UK,Black,27.0,41.0,40.0,38.0,43.0,-1.37983,-2.07848,1,0,0,1,1,CL0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
271,45-54,1,Masters degree,UK,White,17.0,53.0,56.0,48.0,47.0,0.88113,0.40148,1,0,0,0,1,CL1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
272,45-54,1,Masters degree,UK,White,43.0,35.0,49.0,45.0,31.0,-0.71126,0.7654,1,1,1,0,1,CL1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1
